location,size,total_sqft,bath,balcony,price
Thigalarapalya,3,2072,4,2,15000000
Malleshwaram,2,1420,2,1,15800000
Electronics City Phase 1,3,2040,3,2,13700000
Sarjapur  Road,3,1220,3,2,5600000
8th Phase JP Nagar,4,1200,4,2,14500000
B Channasandra,2,1300,2,1,7900000
Electronics City Phase 1,2,1150,2,2,3900000
KR Puram,2,1470,2,2,8600000
Hosa Road,2,1063,2,1,3190000
Harappanahalli,2,1311,2,2,4800000
Dollars Colony,4,3500,4,3,35000000
Nagarbhavi,4,600,2,1,10000000
Arehalli,3,1400,2,2,5500000
Kanakpura Road,2,2200,2,0,6200000
Thanisandra,3,1430,2,2,5600000
Vidyaranyapura,2,1060,2,2,5500000
Cambridge  road,3,1000,2,0,11000000
Sector 7 HSR Layout,3,1760,3,2,14500000
Whitefield,3,2010,3,3,9200000
Kanakpura Road,3,1480,2,2,6423000
8th Phase JP Nagar,3,1230,2,2,4350000
Gottigere,3,1300,3,3,6500000
Vajarahalli,4,800,4,0,12000000
Frazer Town,4,4850,6,2,38500000
Singasandra,2,1100,2,1,5200000
Harlur,3,1752,3,2,11600000
Marathahalli,2,957,2,1,4690000
Hennur Gardens,3,1942,3,2,10200000
Ashirvad Colony,2,1000,2,2,5300000
Yeshwanthpur,1,668,1,1,3685000
Cholanayakanahalli,5,3000,6,3,100000000
Nagarbhavi,3,600,2,1,8000000
Uttarahalli,2,1089,2,1,4355000
Thanisandra,3,1800,3,3,9000000
Yelahanka New Town,1,960,2,1,1800000
Yelahanka,2,1036,2,3,3935000
Marathahalli,3,1583,3,3,10500000
7th Phase JP Nagar,4,3300,4,0,15000000
Padmanabhanagar,2,1100,2,2,6500000
Thyagaraja Nagar,1,800,1,1,10000000
Vittasandra,2,1246,2,1,6500000
Dodda Nekkundi,2,850,2,3,2800000
Raja Rajeshwari Nagar,2,1196,2,2,5151000
Thanisandra,3,1697,3,2,11400000
TC Palaya,2,1000,2,0,6400000
HRBR Layout,3,1567,3,3,9000000
Anekal,2,1200,1,1,3600000
Sarjapur  Road,4,3750,6,3,29000000
Veerannapalya,2,950,2,2,4500000
Howthinarayanappa Garden,2,1022,2,2,5200000
Kammasandra,2,1018,2,0,2345000
Basavanagara,4,2000,3,2,2500000
Bharathi Nagar,2,1322,2,2,6800000
Marsur,4,1800,4,2,14500000
Doddakallasandra,3,1460,2,2,5839000
SRINIVASAPURA,2,990,2,1,4455000
Cambridge Layout,3,2400,3,1,26000000
Whitefield,3,1635,2,2,8500000
Rajaji Nagar,4,3526,4,1,55800000
Padmanabhanagar,4,3400,3,1,21000000
Ramakrishnappa Layout,3,2770,3,1,46000000
Maragondanahalli,3,1533,3,2,8500000
Akshaya Nagar,3,1720,3,1,13400000
Frazer Town,3,2000,3,1,20000000
Yeshwanthpur,2,1185,2,2,7584000
Varthur Road,2,900,2,1,2700000
Attibele,1,395,1,1,1025000
Electronic City Phase II,2,1031,2,1,5635000
3rd Block Banashankari,6,2400,8,2,65000000
Thanisandra,4,2650,4,2,24000000
Basaveshwara Nagar,5,2400,5,1,41500000
Uttarahalli,3,1330,2,2,4655000
Hennur,2,1259,2,2,5700000
Raja Rajeshwari Nagar,3,1570,3,2,8800000
Bisuvanahalli,3,1075,2,1,3600000
Whitefield,2,1216,2,1,7900000
Sarjapur  Road,3,1428,2,2,6600000
Begur Road,2,1160,2,2,4059000
 ittamadu,3,600,2,1,11000000
Doddakannelli,3,1475,3,2,7000000
Harlur,3,1754,3,2,13500000
Rayasandra,3,1639,3,1,8300000
Hennur Road,3,1804,3,2,10200000
Whitefield,3,1200,3,2,5620000
Anand Nagar,2,1135,2,3,5500000
Begur Road,2,1260,2,2,4662000
Peenya,5,1440,5,1,11000000
Hennur Road,3,2160,3,2,16000000
Rayasandra,7,700,6,2,8500000
Rachenahalli,2,1220,2,2,5950000
Margondanahalli,2,1200,2,0,6700000
Yelahanka,2,1300,2,3,6500000
Cox Town,1,605,1,1,2900000
Vijayanagar,6,1230,4,1,21000000
Bhoganhalli,2,1444,2,1,7597000
Amruthahalli,2,924,2,1,4500000
Kaikondrahalli,2,1000,2,1,3000000
Vishveshwarya Layout,4,600,4,0,9500000
Patelappa Layout,3,1200,3,3,22500000
Bisuvanahalli,2,845,2,1,2900000
Kanakpura Road,2,700,2,1,3500000
Kothanur,2,1187,2,2,5800000
Kaggadasapura,3,1625,3,2,5500000
 Devarachikkanahalli,2,1200,2,2,8300000
Pulkeshi Nagar,2,1453,2,3,11000000
"Thanisandra Main Road, ",3,2357,3,2,15100000
Kaval Byrasandra,2,1200,2,1,4950000
Budigere,2,1139,2,2,5685000
Basavangudi,1,600,1,0,9750000
Kanakpura Road,3,1660,3,3,7500000
Jayanagar,2,1170,2,3,10500000
Somasundara Palya,2,1448,2,2,6800000
Kadugodi,3,1762,3,3,11000000
Kaggadasapura,2,1105,2,1,3865000
Yelahanka,3,1825,3,1,10500000
 Bhoganhalli,1,296,1,0,2289000
Kumbalgodu,5,1200,4,1,8500000
Thanisandra,2,1185,2,2,4300000
Electronic City Phase II,3,1320,2,1,3811999
Hulimavu,2,1058,2,1,4800000
Bellandur,2,1220,2,2,6000000
Sarjapur,2,925,2,1,2500000
Old Madras Road,2,1200,2,1,7200000
Kengeri,3,1160,2,2,4060000
Kengeri Satellite Town,3,600,4,3,7200000
banashankari stage iii sa,3,1411,3,2,9172000
Bannerghatta Road,3,1550,3,2,7800000
Green Glen Layout,4,3250,4,3,23000000
Haralur Road,3,2475,4,2,13000000
7th Phase JP Nagar,4,2503,4,0,18800000
Marathahalli,4,2524,5,2,19000000
Kaggadasapura,2,1063,2,2,4200000
Kanakpura Road,2,1077,2,1,3770000
Manayata Tech Park,2,1200,3,2,4400000
Hosakerehalli,4,1500,3,2,7000000
Jalahalli,2,1045,2,2,7677000
Kanakapura,3,1290,2,3,4515000
Hoodi,2,1400,2,1,7800000
Begur Road,3,1600,3,2,5814000
Jayanagar,3,3095,3,3,37500000
Nagavara,3,1545,2,1,5800000
Sarjapur  Road,3,1680,3,1,11200000
Amruthnagar,2,1350,2,1,6750000
Gottigere,2,950,2,1,3800000
Thanisandra,2,1050,2,2,4500000
Banashankari Stage V,3,1305,2,2,4900000
Hosakerehalli,4,800,4,2,12000000
Kodichikkanahalli,5,2700,7,2,12500000
MS Pallya,3,1100,3,1,7800000
Thanisandra,6,3500,5,0,16000000
Begur Road,3,1634,3,1,8333000
Prithvi Layout,2,1352,2,2,8500000
Balagere,2,1145,2,2,6500000
Alfa Garden Layout,2,1240,2,2,4379000
7th Phase JP Nagar,3,2200,3,2,19000000
Bommasandra Industrial Area,2,1020,2,1,3900000
Palace Guttahalli,4,3600,4,2,36500000
Raja Rajeshwari Nagar,2,1168,2,1,6100000
Electronic City Phase II,2,1205,2,1,7500000
Yeshwanthpur,2,1195,2,2,10000000
CV Raman Nagar,2,1028,2,1,4900000
Akshya Nagar,2,1175,2,2,4827000
Pai Layout,3,1550,2,2,9000000
Yeshwanthpur,3,1826,3,2,16500000
Hoodi,5,2400,5,2,16000000
Yelahanka,3,1603,3,2,9600000
Marathahalli,3,1350,3,1,7200000
KR Puram,1,714,1,1,2800000
Whitefield,2,1215,2,3,6500000
Malleshpalya,3,1405,2,2,7700000
KR Puram,2,1142,2,1,5100000
Akshaya Vana,4,4000,4,3,17000000
Whitefield,3,1870,3,2,9000000
Subramanyapura,2,1313,2,2,7300000
Hennur Gardens,3,1945,3,3,12000000
Thanisandra,3,1573,3,2,9500000
Sarjapur  Road,2,1255,2,1,9200000
Benson Town,4,1400,3,2,9115000
Kannamangala,2,1235,2,2,4363000
Sarjapur  Road,3,1380,2,1,5200000
Ramamurthy Nagar,7,1500,9,2,25000000
Vittasandra,2,1238,2,1,6700000
Chennammana Kere,3,1465,2,3,7472000
Thigalarapalya,2,1418,2,2,10300000
Victoria Layout,3,1650,3,1,16500000
 Anekal,1,351,1,1,1600000
Uttarahalli,2,1279,2,2,4800000
Kasavanhalli,3,1870,3,1,20000000
BCC Layout,4,1500,5,1,23000000
Hebbal,3,2526,2,2,25000000
Mathikere,3,1550,2,1,15000000
Uttarahalli,3,1845,2,1,6827000
Motappa Layout,3,1360,2,1,5927000
Friends Colony,3,1150,2,1,7500000
Whitefield,2,1260,2,2,4950000
Doddabidrakallu,3,1200,3,1,7400000
Dasanapura,2,965,2,1,4250000
Hoodi,3,1350,2,3,4800000
Bhoganhalli,2,1447,2,1,7597000
Arehalli,3,1229,3,1,8603000
Kudlu,2,1027,2,2,4300000
Gottigere,2,1153,2,1,4850000
Malleshpalya,2,1065,2,2,5000000
Tala Cauvery Layout,2,1030,2,3,6100000
Mallasandra,2,1340,2,2,6100000
Marathahalli,4,4000,5,2,21200000
Sri Balaji Krupa Layout,1,600,1,0,3200000
Begur Road,3,1410,2,3,4442000
Varthur,2,1055,2,2,4535000
Yelahanka,2,1304,2,1,7900000
Sadashiva Nagar,4,2720,4,1,48500000
Kammasandra,2,990,2,1,3150000
7th Phase JP Nagar,2,1035,2,1,3933000
Sonnenahalli,2,1120,2,2,4300000
Haralur Road,2,1300,2,2,7300000
Tumkur Road,2,1239,2,1,8200000
Sarjapur  Road,3,1403,3,3,5163000
Hosa Road,2,1365,2,1,9200000
8th block Koramangala,2,1165,2,1,13500000
Subramanyapura,3,1130,2,3,4519000
Green Glen Layout,3,1776,3,2,10500000
Vidyaranyapura,4,900,4,3,17500000
Haralur Road,2,1194,2,2,4700000
Bidadi,2,1107,2,2,3300000
Nagavara,3,2319,3,2,18000000
Nallurhalli,3,1520,3,3,8000000
Kannamangala,3,1536,3,1,8900000
Teachers Colony,4,3000,4,2,24000000
Belathur,2,1050,2,1,3800000
Hoodi,3,1850,3,2,14600000
Billekahalli,2,1112,2,2,6200000
Marathahalli,3,1535,3,2,7250000
Kanakpura Road,2,1050,2,1,3500000
Banashankari,4,2400,3,2,37000000
7th Phase JP Nagar,3,1250,3,2,6500000
Kalena Agrahara,2,1187,2,3,5200000
9th Phase JP Nagar,2,1164,2,1,5600000
Electronic City Phase II,3,1395,2,1,6278000
Arekere,3,2072,3,2,10800000
Kanakpura Road,3,1450,3,3,6091000
Bannerghatta Road,3,1550,3,2,8200000
Sampige Layout,2,1315,2,2,9000000
Hebbal,4,3067,4,3,23000000
Amruthnagar,2,1210,2,2,7200000
Bisuvanahalli,3,1075,2,1,4700000
Sathya Sai Layout,6,11338,9,1,100000000
Virgonagar,3,1215,3,1,4220000
Kaggadasapura,3,1470,2,2,7500000
Dodsworth Layout,4,30000,4,2,210000000
Hosur Road,3,1590,2,2,12500000
Kanakpura Road,2,1050,2,1,3675000
Raja Rajeshwari Nagar,2,1306,2,1,5591000
Malleshwaram,3,2000,3,2,25000000
"Kudlu Village, ",3,1445,3,2,6400000
Sarjapur  Road,3,1220,3,2,5800000
Sarjapur,4,3190,3,1,16000000
Ramagondanahalli,2,1215,2,1,5126000
Budigere,3,1920,2,1,8800000
Dodda Nekkundi,2,1390,2,2,6000000
Battarahalli,3,800,2,1,7500000
Nagarbhavi,3,600,3,2,10000000
Hoodi,2,1196,2,0,7173999
Bannerghatta Road,3,1550,2,2,7500000
Thigalarapalya,2,1418,2,2,10100000
Varthur Road,3,1655,3,2,11500000
KR Puram,2,1115,2,2,3345000
Rajiv Gandhi Nagar,2,1170,2,2,6800000
Anekal,2,1035,2,2,3829999
Singasandra,3,1306,2,2,5800000
Kengeri,2,750,2,2,2200000
Thanisandra,3,1917,3,3,12200000
Kaggadasapura,3,1615,3,3,5800000
Marathahalli,2,1071,2,2,5225000
Koramangala,2,1325,2,2,11900000
Malleshwaram,7,3000,4,2,90000000
5th Phase JP Nagar,3,1400,2,1,8800000
Tumkur Road,2,1246,2,1,8200000
Sarjapur,2,1215,2,0,4000000
Munnekollal,2,1200,2,2,4950000
Kurubarahalli,4,450,3,1,5300000
Kodigehaali,2,1200,2,2,6000000
Kaval Byrasandra,2,945,2,2,5000000
Benson Town,4,4460,5,2,65000000
Hormavu,2,1175,2,1,5200000
Whitefield,2,920,2,1,6300000
Hosakerehalli,4,3024,5,1,35000000
Bidadi,2,1600,2,2,11000000
Sanjay nagar,4,750,2,0,11000000
Sector 4 HSR Layout,4,2400,4,2,70000000
Bhagyalakshmi Avenue,2,955,1,2,3401000
Ardendale,3,1750,3,3,10000000
Uttarahalli,3,1425,2,2,6400000
Basavangudi,3,2150,3,2,26500000
Whitefield,2,1165,2,1,4050000
Kaggadasapura,2,1050,2,2,4800000
Cholanayakanahalli,3,1370,2,2,7500000
Electronic City,3,1374,2,1,7200000
Harlur,3,1754,3,2,12400000
Kothanur,3,1847,3,2,11000000
Ambedkar Nagar,3,1850,4,3,13900000
Chikka Tirupathi,3,3297,3,1,13500000
Doddakannelli,2,1187,2,2,4500000
Bommasandra Industrial Area,3,1400,2,1,4044000
Kengeri Hobli,3,600,2,0,3000000
Chamrajpet,2,1350,2,3,18000000
Doddaballapur,3,3000,2,2,12000000
Thanisandra,1,693,1,1,3429999
Dairy Circle,3,1980,3,2,22400000
KR Puram,2,1021,2,1,4800000
Thigalarapalya,2,1165,2,2,9500000
Horamavu Agara,3,1756,3,2,9200000
Bharathi Nagar,3,1739,3,1,10500000
Varthur,2,1280,2,2,6500000
Marathahalli,2,1215,2,2,5886000
Munnekollal,2,950,2,1,4650000
Kengeri,3,1082,2,1,4900000
7th Phase JP Nagar,2,1050,2,1,4200000
Devanahalli,2,1080,2,0,5335000
Arekere,2,1100,2,2,5500000
Ardendale,4,3200,4,1,20500000
Sarjapur  Road,2,1311,2,1,7800000
Raja Rajeshwari Nagar,3,1608,3,1,6798000
Begur Road,2,1160,2,2,3600000
Whitefield,2,1170,2,1,7100000
Kengeri,2,1155,2,2,4060000
Hebbal,3,1255,2,1,7768000
Rayasandra,2,1065,2,2,4495000
Neeladri Nagar,1,674,1,1,2100000
Ambedkar Nagar,3,1936,4,2,12600000
Sarakki Nagar,3,2289,3,2,26000000
Abbaiah Reddy Layout,2,1100,2,1,3845000
Ramagondanahalli,3,2257,4,2,15700000
Nagarbhavi,2,1055,2,2,5500000
Raja Rajeshwari Nagar,3,1530,3,3,5187000
Dinnur,3,1700,3,1,9700000
Raja Rajeshwari Nagar,3,1575,2,2,7800000
Frazer Town,3,3500,4,2,33000000
Rajiv Nagar,2,1263,2,1,9332000
Kengeri Satellite Town,2,1043,2,2,6500000
Hennur,2,1255,2,2,5350000
Chandapura,1,590,1,0,1357000
Yelahanka,3,1550,3,1,12000000
Sarjapur  Road,3,1220,3,3,5600000
Rustam Bagh Layout,3,1900,3,3,16000000
Vasantha Vallabha Nagar,3,1360,3,3,5500000
Vyalikaval,2,1100,2,1,7500000
8th Phase JP Nagar,3,1455,3,2,7331000
KR Puram,2,1035,2,1,4050000
Harlur,2,1152,2,2,6900000
Bellandur,2,1299,2,2,8200000
Sarjapur  Road,3,1157,2,1,7500000
Rachenahalli,2,1050,2,2,5250000
Pai Layout,2,1050,2,2,4000000
Vittasandra,2,1246,2,1,6740000
"Sarjapur Road, ",3,1929,3,2,11500000
Hennur,2,1285,2,1,6000000
Margondanahalli,3,1200,2,0,6500000
"Banaswadi, ",4,3161,4,3,21400000
BTM 2nd Stage,3,1850,3,2,17000000
Sompura,3,1025,2,0,3700000
Malleshwaram,2,1124,3,2,8000000
Balagere,2,1012,2,1,5459000
Giri Nagar,7,4500,5,3,25000000
8th Phase JP Nagar,2,871,2,2,5500000
Chinnapanahalli,2,1020,2,2,4000000
Rachenahalli,3,1550,3,3,7350000
Anand Nagar,3,3515,3,1,42000000
Akshaya Nagar,3,1410,2,2,8000000
Chikka Tirupathi,4,3500,5,3,15000000
Whitefield,2,1118,2,1,7500000
Thanisandra,2,1098,2,1,6800000
Kanakapura,2,1130,2,1,4520000
Sarjapur  Road,2,1145,2,2,7500000
Kadugodi,3,950,3,1,8000000
Balaji Gardens Layout,2,1051,2,1,3300000
Thavarekere,7,600,7,2,10800000
Marathahalli,2,1102,2,2,5367000
Jalahalli,2,1478,2,2,12500000
Chandapura,1,645,1,1,1645000
Hebbal,2,823,2,1,5063000
Abbigere,2,880,2,1,3500000
KR Puram,4,600,5,2,7500000
Budigere,3,1991,4,2,10000000
TC Palaya,3,1100,3,1,5000000
Gubbalala,3,1745,3,2,11500000
HAL 2nd Stage,2,1226,3,1,13500000
Begur Road,3,680,4,1,6800000
 Devarabeesana Halli,2,1100,2,1,7000000
Banashankari Stage VI,4,1200,4,3,19500000
5th Phase JP Nagar,2,1450,2,1,5800000
Singasandra,4,3366,4,2,12000000
Sahakara Nagar,2,1150,2,1,5400000
Kanakpura Road,3,1843,3,2,9584000
Banashankari Stage VI,4,2200,4,2,19500000
Bommanahalli,2,1090,3,2,4400000
Kaggadasapura,2,1132,2,2,4200000
Hulimavu,2,1375,2,2,8000000
7th Phase JP Nagar,4,1500,5,3,22000000
Thanisandra,1,760,1,2,5030000
Kaggadasapura,2,1180,2,2,6500000
Jigani,2,918,2,2,4500000
Rachenahalli,5,600,5,2,5000000
Margondanahalli,2,1200,1,0,5300000
HSR Layout,2,1372,2,1,6100000
1st Block HRBR Layout,7,2400,7,3,35500000
Ardendale,3,1728,3,2,9500000
Malleshwaram,3,2215,3,1,27500000
BTM 2nd Stage,2,1200,2,2,8000000
6th Phase JP Nagar,2,1280,2,2,5600000
Hulimavu,4,800,4,2,11000000
Byrasandra,3,1455,2,2,5600000
 Rachenahalli,1,440,1,0,2800000
Kanakpura Road,3,1500,3,2,9700000
Whitefield,3,1800,3,2,11000000
Mysore Road,3,1525,3,2,9600000
Rachenahalli,2,1204,2,3,3850000
Old Madras Road,2,1225,2,1,5355000
Kalyan nagar,6,800,6,3,9800000
Bannerghatta Road,3,1650,3,2,12200000
Electronic City,3,880,2,1,1800000
Bikasipura,4,4200,4,2,25500000
Tippenahalli,2,1200,2,0,5500000
Sarjapur  Road,4,1152,4,1,23000000
9th Phase JP Nagar,2,1005,2,1,4200000
Whitefield,3,1562,3,2,10300000
Devanahalli,4,5000,5,2,39500000
Babusapalaya,6,810,5,2,9500000
Ramamurthy Nagar,2,1200,2,3,4200000
Kasavanhalli,3,1555,3,2,8250000
KR Puram,2,1550,2,1,7100000
Whitefield,2,1190,2,2,6700000
Chikkalasandra,2,1070,2,2,5000000
Jalahalli East,2,1020,2,1,4248000
Yelahanka,3,1610,3,1,11500000
Prestige Sunrise,1,700,1,1,4100000
Akshaya Vana,3,1300,2,1,4900000
Hebbal,2,1420,2,1,12300000
Vidyaranyapura,9,1200,9,2,10000000
Hebbal,3,1069,3,2,6540000
Marathahalli,3,1900,3,3,12300000
Old Airport Road,2,1655,2,1,9765000
Uttarahalli,2,1155,2,2,4042000
Sarjapur  Road,3,1300,2,2,7000000
Electronic City,2,1100,2,2,4500000
Doddathoguru,2,1030,2,2,4200000
Vittasandra,2,2105,2,1,7020000
Bhoganhalli,3,1700,3,2,12600000
Jakkur,3,1760,3,2,13900000
Kadugodi,9,6200,9,0,20000000
1st Stage Indira Nagar,2,1400,2,1,6700000
Srigandada Kaval,2,1200,2,0,5300000
Bannerghatta Road,2,912,2,1,5500000
Whitefield,2,1102,2,1,4800000
Channasandra Layout,3,1535,3,1,5500000
Haralur Road,2,1243,2,2,4600000
Jigani,2,918,2,2,6320000
Begur Road,3,1500,2,3,7000000
Mathikere Extension,3,3000,3,0,25000000
Kasavanhalli,3,1476,3,0,8900000
Mysore Road,2,1200,2,3,6500000
Vijayanagar,1,606,1,0,3478000
Viswajit Layout,2,1100,2,3,6100000
Garudachar Palya,3,1295,2,1,5950000
Neeladri Nagar,1,527,1,0,2600000
OMBR Layout,2,1300,2,2,8000000
Bommanahalli,3,680,4,1,6800000
Adityanagar,1,1260,1,0,4100000
Koramangala,2,1140,2,1,7520000
BDS Layout,1,1500,1,0,3750000
Whitefield,3,2321,4,1,12800000
Sarjapur  Road,2,1390,2,2,6200000
Sarjapur  Road,3,1725,3,3,9000000
Hebbal,4,3067,4,1,31000000
Hennur Road,3,1186,2,1,6300000
Kanakpura Road,2,1230,2,1,8500000
 Mysore Highway,1,600,1,1,1700000
Yeshwanthpur,3,1313,3,1,9600000
TC Palaya,2,900,2,0,5500000
Ambalipura,2,1250,2,2,6625000
HBR Layout,9,1200,6,3,28000000
Binny Pete,1,660,1,1,5400000
Basavangudi,2,1036,2,2,10500000
Koramangala,4,2700,4,3,45000000
Old Madras Road,2,1100,2,1,7000000
BTM 2nd Stage,4,1500,2,1,45000000
Singasandra,4,525,5,2,5600000
Electronics City Phase 1,2,1015,2,1,5600000
Gottigere,1,812,1,0,2600000
Narayana Nagar 1st Block,3,1360,2,2,6500000
Nehru Nagar,3,2167,3,3,17000000
Raja Rajeshwari Nagar,2,1200,2,1,3500000
Gopalkrishna Nagar,2,1165,2,2,7500000
BTM 2nd Stage,2,1274,2,2,7000000
Raja Rajeshwari Nagar,2,1151,2,2,3902000
Vidyaranyapura,6,1060,6,3,11000000
Thubarahalli,3,1626,2,2,12000000
Banashankari Stage V,2,1035,2,2,3577000
Shanthi Layout,3,1272,4,0,7500000
Jeevan bima nagar,2,965,2,1,4500000
Esther Enclave Layout,5,1600,5,2,14000000
Kothannur,2,1070,2,1,4279000
Raja Rajeshwari Nagar,3,1570,2,2,6500000
Keerthi Layout,2,780,2,2,2500000
Ganga Nagar Extension,3,1000,2,1,6500000
9th Phase JP Nagar,4,1200,3,2,18800000
Tindlu,7,7500,7,2,40000000
5th Phase JP Nagar,3,1700,2,3,10000000
Haralur Road,3,1850,3,2,11000000
Kereguddadahalli,2,904,2,1,3000000
Shikaripalya,2,1121,2,1,4372000
7th Phase JP Nagar,3,1385,2,2,5817000
Sahakara Nagar,2,1270,2,1,6984999
Kanakpura Road,3,1450,3,3,5600000
Huttanahalli,3,2400,4,2,32500000
Mahadevpura,1,730,1,1,3500000
Raja Rajeshwari Nagar,3,1580,3,3,5356000
Thanisandra,2,1111,2,1,5000000
Kengeri,4,1125,2,1,8800000
Varthur,2,977,2,2,3600000
Gunjur Palya,2,674,1,1,1989999
Nagarbhavi,3,600,3,1,8300000
Sarjapur,4,2540,4,1,11500000
Jakkur,2,1290,2,1,10000000
Kumaraswami Layout,3,600,3,1,9800000
Abbigere,2,795,2,1,3254000
Kanakpura Road,2,700,1,1,3500000
Ambedkar Colony,2,1463,1,1,14200000
Vijayanagar,3,1000,3,0,14000000
Reliable Woods Layout,3,1306,2,2,5800000
4th T block Jayanagar,3,2401,3,2,18500000
Bommenahalli,4,1670,3,0,13500000
Jayanagar,3,1875,2,3,23500000
Marsur,3,1200,3,1,9000000
Dodda Nekkundi,3,1804,3,2,12100000
1st Phase JP Nagar,3,2065,4,1,21000000
Hoskote,3,1225,3,1,4000000
Bellandur,2,900,2,2,5600000
Binny Pete,2,1350,2,1,9100000
Kaggalipura,1,700,1,0,3600000
Poorna Pragna Layout,2,1160,2,1,4639000
Hennur Road,3,1680,3,2,9927000
LB Shastri Nagar,2,1043,2,2,5500000
Hoskote,4,1200,4,1,12000000
Hebbal,2,1040,2,2,4600000
Tindlu,3,1357,2,2,6500000
Nayandanahalli,7,1600,7,1,10400000
Vibhutipura Extension,2,1225,2,2,4700000
Sunkadakatte,9,1500,6,1,8000000
Yelachenahalli,2,1130,2,2,4000000
Basavangudi,4,2500,4,1,15000000
Sultan Palaya,3,1700,3,3,12000000
Doddathoguru,3,1549,3,2,6500000
Yeshwanthpur,2,1400,2,2,10000000
Dodda Nekkundi,2,1080,2,2,5000000
Ulsoor,2,1180,2,2,10000000
Chandra Layout,7,780,7,3,15000000
Domlur,3,1800,3,2,15000000
Haralur Road,2,1225,2,1,6738000
Chandra Layout,1,890,1,1,7500000
Abbigere,2,1005,2,1,3959000
Whitefield,2,1320,2,1,9500000
Anandapura,4,1475,2,1,5000000
Hagadur,2,1110,2,2,5100000
Popular Colony,2,1300,2,0,5400000
Vajarahalli,5,600,3,1,8600000
Electronic City,2,1128,2,1,6534999
Jakkur,2,1452,2,1,10000000
8th block Koramangala,3,2400,3,2,29000000
Banashankari,3,2600,4,1,13500000
Sarakki Nagar,3,2500,4,2,32500000
Sanjay nagar,2,630,1,1,3500000
Hosa Road,2,1243,2,2,4850000
Soundarya Layout,2,960,2,2,3200000
"Banashankari 6th Stage ,Subramanyapura",3,1690,3,2,10000000
Whitefield,2,735,2,1,3500000
Banaswadi,2,1365,2,2,7300000
Rajaji Nagar,5,2849,5,0,30000000
Hebbal,2,1420,2,1,9939000
Somasundara Palya,3,1570,3,3,6800000
Bisuvanahalli,2,850,1,1,3200000
7th Phase JP Nagar,3,1575,2,2,11000000
Thigalarapalya,2,1418,2,2,10400000
Uttarahalli,2,1050,2,1,4200000
Hennur Road,2,1065,2,1,4260000
Ulsoor,3,1340,3,0,9000000
Yelahanka New Town,3,1610,3,2,9200000
Electronic City Phase II,2,1160,2,1,3350000
Kudlu,2,1092,2,2,4400000
Parappana Agrahara,2,1194,2,2,4700000
Yelahanka,3,1455,3,1,6150000
Abbigere,1,734,1,0,1982000
Samethanahalli,2,799,2,1,3800000
Whitefield,3,1896,3,1,7500000
Ardendale,2,1100,2,1,4800000
Bellandur,2,1350,2,1,7900000
Amarjyothi Colony,3,1355,3,1,6100000
Electronic City,2,1128,2,1,6500000
Pattanagere,2,1350,2,0,9000000
Cunningham Road,3,3875,3,2,86400000
Kasavanhalli,3,1493,3,2,8200000
8th Phase JP Nagar,2,1098,2,1,4391000
Banashankari,3,1900,2,1,17000000
Dollars Layout,3,1460,3,2,8800000
Frazer Town,3,2350,4,3,28500000
Horamavu Banaswadi,5,1600,5,3,14000000
Varthur,2,1091,2,1,3200000
Yelahanka,2,1180,2,3,4200000
Kanakpura Road,2,1366,3,1,7684999
RMV Extension,3,1685,3,2,9500000
Koramangala,2,1260,2,3,10000000
Whitefield,3,3010,3,2,20000000
Ramamurthy Nagar,3,1330,4,1,14000000
Mallasandra,2,1200,2,0,13000000
Whitefield,2,1346,2,1,9617000
Chandapura,1,630,1,0,1386000
7th Phase JP Nagar,3,1850,3,2,14000000
Frazer Town,5,2350,2,0,42300000
Electronic City,2,755,1,1,3400000
Basaveshwara Nagar Yelahanka,5,800,5,2,9800000
Parappana Agrahara,2,1194,2,2,4600000
Whitefield,3,3850,5,2,31600000
Hebbal,4,4235,4,2,36500000
Kurubarahalli,1,800,1,0,5200000
Rachenahalli,3,2250,3,1,19500000
Vijayanagar,2,1352,2,2,6800000
Thanisandra,3,2002,3,2,11200000
Bileshivale,4,4000,5,1,28000000
Kaval Byrasandra,2,1060,2,2,4500000
Kanakpura Road,3,1420,2,1,5900000
Raja Rajeshwari Nagar,2,1196,2,2,5115000
Electronic City,3,1220,2,2,3524000
Electronics City Phase 1,3,1595,3,2,7500000
Banashankari,2,1260,2,3,7500000
Hebbal,2,1100,2,2,4700000
Frazer Town,2,1550,2,2,14000000
ISRO Layout,2,1180,2,3,5200000
Electronic City,4,4000,5,1,15000000
Akshaya Nagar,3,1662,3,2,8500000
Hennur,2,1285,2,1,6000000
Akshaya Nagar,4,1080,4,1,7500000
Ambedkar Nagar,3,1862,3,2,11900000
Raja Rajeshwari Nagar,2,1419,2,2,4800000
Whitefield,3,1410,3,2,4371000
Raja Rajeshwari Nagar,3,1560,2,2,6240000
Chikkabettahalli,5,1100,4,3,15000000
Thanisandra,3,1634,3,3,7800000
Ambedkar Nagar,5,5530,5,3,62700000
Whitefield,3,1150,2,3,4400000
Ashirvad Colony,2,1100,2,2,5300000
Yelahanka,3,1616,3,1,6500000
Nagavarapalya,2,1392,2,1,9900000
Jakkur,3,1798,3,1,12000000
Babusapalaya,3,1675,3,3,7500000
Bhuvaneswari Nagar,2,792,2,1,7000000
Varanasi,5,2000,4,1,10300000
Hongasandra,7,600,7,3,8900000
Hebbal,3,1700,3,2,12400000
